# Copyright (c) 1966-2016 Johns Hopkins University. Use of this file adheres to the terms specified at http://omim.org/help/agreement.
# Generated: 2016-05-26
# See end of file for additional documentation on specific fields
# Sort	Month	Day	Year	Cyto Location	Gene Symbols	Confidence	Gene Name	MIM Number	Mapping Method	Comments	Phenotypes	Mouse Gene Symbol
9.378	8	4	97	9q33.2	GPR21	P	G protein-coupled receptor-21	601909	A			
9.379	6	11	11	9q33.3	NR5A1, FTZF1, FTZ1, SF1, AD4BP, POF7, SRXY3, SPGF8	C	Nuclear receptor subfamily 5, group A, member 1	184757	A		46XY sex reversal 3, 612965 (3); Premature ovarian failure 7, 612964 (3); Adrenocortical insufficiency (3); Spermatogenic failure 8, 613957 (3)	2(Ftzf1)
9.380	10	7	02	9q32	POLE3, CHARAC17, YBL1	P	Polymerase, DNA, epsilon-3	607267	REc			
9.381	2	10	14	9q33.1	TNC, HXB, DFNA56	C	Tenascin C (hexabrachion)	187380	REa, A	proximal to ABL	Deafness, autosomal dominant 56, 615629 (3)	4(Hxb)
9.382	6	14	99	9q32-q33	TNFSF8, CD30L, CD30LG	P	Tumor necrosis factor ligand superfamily, member 8 (CD30 ligand)	603875	A			4(Cd30l)
9.383	8	20	98	9q33.3	GCNF	P	Germ cell nuclear factor	602778	A			
9.384	3	15	92	9q33.2	GGTA1, GLYT2	P	Glycoprotein, alpha-galactosyltransferase-1	104175	REa, A	processed pseudogene GGTA1P on 12q14-q15		
9.385	7	27	11	9q34.12	LAMC3, OCCM	P	Laminin, gamma-3	604349	REc, A		Cortical malformations, occipital, 614115 (3)	
9.386	6	11	94	9q33.3	PBX3	C	Pre-B-cell leukemia transcription factor-3	176312	A, H			2(Pbx3)
9.387	9	29	10	9q34.11	SPTAN1, NEAS, EIEE5	C	Spectrin, alpha, nonerythrocytic-1 (alpha-fodrin)	182810	REa, A		Epileptic encephalopathy, early infantile, 5, 613477 (3)	2(Spna2)
9.388	3	2	98	9q33.2	TRAF1	P	TNF receptor-associated factor 2	601711	A			
9.389	6	30	08	8q24	BMND10	P	Bone mineral density quantitative trait locus 10	612113	Fd	associated with rs6469804 and rs6993813	[Bone mineral density QTL 10] (2)	
9.390	7	12	99	9q33.3	LHX2, LH2	P	LIM/homeodomain protein LHX2	603759	REa, A			
9.391	7	13	09	9q33.1	ASTN2, KIAA0634	C	Astrotactin 2	612856	R, REc			
9.392	4	29	14	9q33.1	BRINP1, DBC1, DBCCR1	P	Bone morphogenetic protein/retinoic acid-inducible neural-specific protein 1	602865	REc			
9.393	1	8	07	9q33.1	DIPAS	P	DIPLA1, antisense	610689	REc			
9.394	7	13	93	9q33.1	PAPPA	P	Pregnancy-associated plasma protein A	176385	A			4(Pappa)
9.395	11	22	10	9q33.3	DENND1A, KIAA1608	C	DENN/MADD domain-containing protein 1A	613633	R, REc			
9.396	12	10	13	9q33.2	LHX6	P	LIM homeobox gene 6	608215	REc			
9.397	3	31	09	9q33.2	RAB14	P	Ras-associated protein	612673	REc			
9.398	7	17	14	9q33.2-q33.3	RABGAP1, GAPCENA, TBC1D11	P	RAB GTPase-activating protein 1	615882	REc			
9.399	6	15	99	9q33.2	NDUFA8	C	NADH-ubiquinone oxidoreductase 1 beta subcomplex, 8	603359	R, Psh			
9.400	2	25	15	9q33.3	ANGPTL2, ARP2	P	Angiopoietin-like 2	605001	REc			
9.401	4	25	05	9q33.2	CDK5RAP2, KIAA1633, MCPH3	C	CDK5 regulatory subunit-associated protein 2	608201	REc, Fd		Microcephaly 3, primary, autosomal recessive, 604804 (3)	
9.402	2	17	15	9q33.3	CRB2, FSGS9, VMCKD	P	Crumbs, Drosophila, homolog of	609720	REc		Focal segmental glomerulosclerosis 9, 616220 (3); Ventriculomegaly with cystic kidney disease, 219730 (3)	2(Crb2)
9.403	1	4	08	9q33.3	GAPVD1, RAP6, GAPEX5, KIAA1521	P	GTPase-activating protein and VPS9 domains 1	611714	REc			
9.404	5	25	13	9q33.3	GOLGA1	P	Golgi autoantigen, golgin subfamily A, 1	602502	REc			
9.405	5	26	13	9q33.3	MAPKAP1, SIN1, MIP1, JC310	P	Mitogen-activated protein kinase-associated protein 1	610558	REc, R			
9.406	5	11	09	9q33.3	MIR181A2, MIRN181A2	P	Micro RNA 181A2	612743	REc			
9.407	5	11	09	9q33.3	MIR181B2, MIRN181B2	P	Micro RNA 181B2	612745	REc			
9.408	8	1	14	9q33.3	OLFML2A	P	Olfactomedin-like 2A	615899	REc			
9.409	12	23	05	9q33.2	PHF19	P	PHD finger protein 19	609740	REc			
9.410	4	15	09	9q33.3	PPP6C	P	Protein phosphatase 6, catalytic subunit	612725	A, REc	highly related sequence on Xq22.3		
9.411	1	30	12	9q33.3	RALGPS1, RALGEF2, KIAA0351	C	Ral guanine nucleotide exchange factor with PH domain and SH3 domain-binding motif 1	614444	R, REc			
9.412	8	21	07	9q33.3	RPL12	P	Ribosomal protein L12	180475	REc			
9.413	1	2	08	9q33.3	ZBTB34, KIAA1993	P	Zinc finger- and BTB domain-containing protein 34	611692	REc			
9.414	1	19	12	9q33.3-q34.1	LRSAM1, TAL, RIFLE, CMT2P	P	Leucine-rich repeat- and sterile alpha motif-containing 1	610933	REc		Charcot-Marie-Toothe disease, axonal, type 2P, 614436 (3)	
9.415	5	11	00	9q33.3	NEK6	P	Never-in-mitosis gene A-related kinase 6	604884	R			
9.416	10	29	99	9q34.3	ABCA2, ABC2	P	ATP-binding cassette 2	600047	A			
9.417	11	18	14	9q34.2	ABO	C	ABO glycosyltransferase	110300	F, Fc	linked to AK1	[Blood group, ABO system], 616093 (3)	
9.418	3	5	04	9q34.2	ADAMTS13, VWFCP, TTP	P	A disintegrin-like and metalloprotease with thrombospondin type 1 motif, 13	604134	Fd, REc		Thrombotic thrombocytopenic purpura, familial, 274150 (3)	
9.419	5	19	09	9q32	ALAD, ALADH, PBGS	C	Aminolevulinate, delta-, dehydratase	125270	F, S, A, REa	linked to ABO; ORM-ALAD-AK-ABO	Porphyria, acute hepatic, 612740 (3); {Lead poisoning, susceptibility to}, 612740 (3)	4(Lv)
9.420	4	8	02	9q34.13	BARHL1	P	BARH-like 1	605211	R			2(Barh1)
9.421	3	28	15	9q34.3	CACNA1B, CACNL1A5, DYT23	C	Calcium channel, voltage-dependent, L type, alpha 1B subunit	601012	A	mutation identified in 1 DYT23 family	?Dystonia 23, 614860 (3)	
9.422	10	9	12	9q34.11	CIZ1, ZNF356, LSFR1, NP94	P	CDKN1A-interacting zinc finger protein 1	611420	R, A			
9.423	9	24	08	9q34.3	COBRA1, NELFB, KIAA1182	P	Cofactor of BRCA1	611180	R, REc			
9.424	6	13	12	9q33.2	FBXW2, FBW2, FWD2	P	F-box and WD40 domain protein 2	609071	A			2(Fbxw2)
9.425	11	7	08	9q34.13	MED27, CRSP8, CRAP34	P	Mediator complex subunit 27	605044	R			
9.426	11	16	10	9q34.2	DBH	C	Dopamine-beta-hydroxylase	609312	F, A	tightly linked to ABO	[Dopamine-beta-hydroxylase activity levels, plasma] (3); Dopamine beta-hydroxylase deficiency, 223360 (3)	2(Dbh)
9.427	5	8	15	9q34.11	DNM1, EIEE31	P	Dynamin-1	602377	A, REa		Epileptic encephalopathy, early infantile, 31, 616346 (3)	2(Dnm1)
9.428	10	21	15	9q34.11	DYT1, TOR1A	C	Torsin A	605204	Fd		Dystonia-1, torsion, 128100 (3); {Dystonia-1, modifier of} (3)	
9.429	9	28	00	9q34.3	ENTPD2, CD39L1	P	Ectonucleoside triphosphate diphosphohydrolase 2	602012	Psh, REc	same cosmid as ABC2		
9.430	1	13	16	9q34.3	ENTPD8	P	Ectonucleoside triphosphate diphosphohydrolase 8	616748	REc			
9.431	2	26	04	9q34.11	FNBP1, FBP17	P	Formin-binding protein 17	606191	Ch, REc	fused with MLL in chronic myeloid leukemia		
9.432	6	5	97	9q34.3	FCN1	C	Ficolin (collagen/fibrinogen domain-containing) 1	601252	A, Psh			
9.433	6	5	97	9q34.3	FCN2	P	Ficolin (collagen/fibrinogen domain-containing lectin) 2	601624	A			
9.434	3	3	03	9q34.11	FREQ, NCS1	P	Frequenin, Drosophila, homolog of	603315	REc			
9.435	7	17	01	9q34.2	GBGT1, FS	P	Globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (Forssman synthetase)	606074	REc			
9.436	2	9	92	9q33.2	GSN	P	Gelsolin	137350	A, REa, RE	40kb proximal to ABL	Amyloidosis, Finnish type, 105120 (3)	2(Gsn)
9.437	8	5	97	9q33.3	HSPA5, GRP78	C	Heat-shock 70kD protein-5 (glucose-regulated protein, 78kD)	138120	REa, H, Psh, A			2(Grp78)
9.438	3	13	08	9q34.11	GLE1, GLE1L, LCCS, LCCS1	C	Gle1, RNA export mediator, S. cerevisiae, homolog of	603371	Fd, REc		Lethal congenital contracture syndrome 1, 253310 (3); Arthrogryposis, lethal, with anterior horn cell disease, 611890 (3)	
9.439	5	9	12	9q34	KTCN6	P	Keratoconus 6	614623	Fd	max lod at 159cM	Keratoconus 6 (2)	
9.440	10	13	94	9q34.3	LCN1	C	Lipocalin 1 (protein migrating faster than albumin, tear prealbumin)	151675	A, Psh, Fd			2(Lcn1)
9.441	11	22	94	9q34.11	LCN2, NGAL	P	Lipocalin 2 (oncogene 24p3)	600181	REa			2(Lcn2)
9.442	5	23	05	9q34.3	LCN6	P	Lipocalin 6	609379	REc			
9.443	7	22	09	9q34.3	LCN8	P	Lipocalin 8	612902	REc, H			2(Lcn8)
9.444	7	22	09	9q34.3	LCN9	P	Lipocalin 9	612903	REc, H			2(Lcn9)
9.445	7	22	09	9q34.3	LCN10	P	Lipocalin 10	612904	REc, H			2(Lcn10)
9.446	7	22	09	9q34.3	LCN12	P	Lipocalin 12	612905	REc, H			2(Lcn12)
9.447	4	23	08	9q34.3	MRPS2	P	Mitochondrial ribosomal protein S2	611971	R, REc			
9.448	6	15	99	9q34.11	ODF2, ODF84	P	Outer dense fiber of sperm tails 2	602015	A			
9.449	2	28	00	9q34.3	OBP2A	P	Odorant-binding protein 2A	164320	REc			
9.450	2	28	00	9q34.2	OBP2B	P	Odorant-binding protein 2B	604606	REc			
9.451	9	4	91	9q34.3	PAEP, PP14	C	Progestagen-associated endometrial protein (placental protein 14)	173310	REa, A, H			2(Paep)
9.452	10	1	95	9q34.11	PPP2R4, PTPA	P	Protein phosphatase-2A, regulatory subunit B' (PR 53)	600756	A	proximal to ABL		
9.453	8	18	97	9q34.1-q34.2	RALGDS	P	ral guanine nucleotide dissociation stimulator	601619	R, REc			
9.454	5	24	13	9q33.2	RC3H2, MNAB	P	RING finger and CCCH-type zinc finger domains-containing protein 2	615231	REc			
9.455	9	28	05	9q34.2	REXO4, XPMC2H	P	RNA exonuclease 4, S. cerevisiae, homolog of	602930	REc			
9.456	12	3	96	9q34.2	RING3L, ORFX	P	RING3-like gene (open reading frame X)	601541	REn			
9.457	5	27	93	9q34.2	RPL7A, SURF3	C	Ribosomal protein L7a (surfeit-3)	185640	REa, A	in cluster with SURF1		2(Surf3)
9.458	3	23	15	9q34.13	SETX, SCAR1, AOA2, ALS4	C	Senataxin	608465	Fd, REc		Amyotrophic lateral sclerosis 4, juvenile, 602433 (3); Spinocerebellar ataxia, autosomal recessive 1, 606002 (3)	
9.459	1	4	96	9q34.11	SET	P	SET gene	600960	A	fused with CAIN in acute undifferentiated leukemia		
9.460	4	4	02	9q34.2	SLC2A6	P	Solute carrier family 2, member 6	606813	REc			
9.461	10	12	09	9q34.11	SLC27A4, FATP4, IPS	P	Solute carrier family 27 (fatty acid transporter), member 4	604194	R, REc		Ichthyosis prematurity syndrome, 608649 (3)	
9.462	2	14	06	9q34.3	SLC34A3, NPTIIC, HHRH	C	Solute carrier family 34 (sodium/phosphate cotransporter), member 3	609826	REc, Fd		Hypophosphatemic rickets with hypercalciuria, 241530 (3)	
9.463	9	10	07	9q33.3	STRBP, SPNR, p74	P	Spermatid perinuclear RNA-binding protein	611138	A, H			2(Spnr)
9.464	12	17	15	9q34.2	SURF1, CMT4K	C	Surfeit-1	185620	REa, A	distal to ABL, CAN	Leigh syndrome, due to COX IV deficiency, 256000 (3); Charcot-Marie-Tooth disease, type 4K, 616684 (3)	2(Surf)
9.465	5	27	93	9q34.2	SURF2	C	Surfeit-2	185630	REa, A			2(Surf2)
9.466	5	27	93	9q34.2	SURF4	C	Surfeit-4	185660	REa, A			2(Surf4)
9.467	5	27	93	9q34.2	SURF5	C	Surfeit-5	185641	H, A			2(Surf5)
9.468	8	25	03	9q34.11	TOR1B, DQ1	P	Torsin 1B	608050	REc	centromeric to TOR1A; pseudogene on chr.2		
9.469	11	12	02	9q34.13	TSC1, LAM	C	Hamartin (tuberous sclerosis 1 gene)	605284	F, Fd	linked to ABO, ABL	Tuberous sclerosis-1, 191100 (3); Lymphangioleiomyomatosis, 606690 (3); Focal cortical dysplasia, Taylor balloon cell type, 607341 (3)	
9.470	5	27	93	9q34.2	SURF6	C	Surfeit-6	185642	H, A			2(Surf6)
9.471	5	14	95	9q34.2	VAV2	P	Oncogene VAV2	600428	RE			
9.472	7	13	93	9q33.3	ZNF79	P	Zinc finger protein-79 (pT7)	194552	REa			
9.473	3	3	03	9q34.12	ABL1	C	Abelson murine leukemia viral (v-abl) oncogene homolog 1	189980	REa, Ch, A	fusion hybrid gene with BCR1 in CML	Leukemia, Philadelphia chromosome-positive, resistant to imatinib (3)	2(Abl)
9.474	2	23	09	9q34.11	AK1	C	Adenylate kinase-1	103000	F, S, D, Fc	proximal to Ph1 break, 9q34.1; AK1 to ORM = 17cM	Hemolytic anemia due to adenylate kinase deficiency, 612631 (3)	2(Ak1)
9.475	9	28	09	9q34.11	ASS1, ASS	C	Argininosuccinate synthetase 1	603470	S, D, REa, Fd	14 pseudogenes on 11 chromosomes, including X and Y and ASSP2 on 6p23-q12	Citrullinemia, 215700 (3)	2(Ass1)
9.476	9	30	14	9q33.2	C5, C5D, ECLZB	C	Complement component-5	120900	REa, A		C5 deficiency, 609536 (3); [Eculizumab, poor response to], 615749 (3)	2(Hc)
9.477	11	5	98	9q34.11	CDK9, CDC2L4	P	Cyclin-dependent kinase-9	603251	Psh			
9.478	1	27	09	9q34.1	CLLS3	P	Leukemia, chronic lymphocytic, susceptibility to, 3	612557	Fd	associated with SNP -6531 upstream of DAPK1 promoter	{Leukemia, chronic lymphocytic, susceptibility to, 3} (2)	
9.479	11	22	94	9q34.11	CRAT, CAT1	P	Carnitine acetyltransferase	600184	REa		?Carnitine acetyltransferase deficiency (1)	
9.480	10	14	95	9q21.33	DAPK1	P	Death-associated protein kinase-1	600831	REa, A			
9.481	3	29	12	9q34.11	DOLPP1, LSFR2	P	Dolichyl pyrophosphate phosphatase 1	614516	R, A			
9.482	3	9	95	9q34.11	ENDOG	P	Endonuclease G	600440	Psh, A			
9.483	10	13	97	9q34.11	ENG, END, HHT1, ORW	C	Endoglin	131195	A, H, Fd		Telangiectasia, hereditary hemorrhagic, type 1, 187300 (3)	2(Eng)
9.484	6	7	10	9q34.12	FIBCD1	P	Fibrinogene C domain-containing protein 1	613357	REc			
9.485	6	1	09	9q33.3	LMX1B, NPS1	C	LIM homeo box transcription factor 1, beta	602575	F, Fd, Ch		Nail-patella syndrome, 161200 (3)	2(Lmx1b)
9.486	8	27	15	9q34.13	NUP214, D9S46E, CAN, CAIN	C	Nucleoporin, 214kD	114350	Ch	fused with DEK in AML; fused with ABL1 in T-ALL	Leukemia, acute myeloid, somatic, 601626 (3); Leukemia, T-cell acute lymphoblastic, somatic, 613065 (3)	2(D2H9S46E)
9.487	11	10	10	9q34.13	POMT1, MDDGA1, MDDGB1, MDDGC1	C	Protein O-mannosyltransferase 1	607423	R, REa, Fd		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1, 236670 (3); Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 1, 613155 (3); Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1, 609308 (3)	
9.488	7	29	15	9q34.12	PRDM12, HSAN8	P	PR domain-containing protein 12	616458	REc		Neuropathy, hereditary sensory and autonomic, type VIII, 616488 (3)	
9.489	2	6	01	9q34.11	PRRX2, PRX2	P	Paired-related homeo box gene 2	604675	A			
9.490	12	10	15	9q33.2	STOM, EPB72, BND7	C	Stomatin (erythrocyte membrane protein band 7.2)	133090	REa, Ch, A	proximal to ABL		2(Epb7.2)
9.491	8	29	08	9q34.11	STXBP1, UNC18, EIEE4	C	Syntaxin-binding protein 1	602926	A		Epileptic encephalopathy, early infantile, 4, 612164 (3)	
9.492	8	20	88	9q32	ORM1, AGP1	C	Orosomucoid-1 (alpha-1-acid glycoprotein-1)	138600	F, S, REa, Fc, A	linked to ABO, AK1, ALAD		4(Orm1)
9.493	8	20	88	9q32	ORM2	C	Orosomucoid-2	138610	RE, LD			4(Orm2)
9.494	1	31	13	9q34.11	ASB6	P	Ankyrin repeat- and SOCS box-containing protein 6	615051	REc			
9.495	12	29	06	9q34.11	C9orf90, NAIF1	P	Nuclear apoptosis-inducing factor 1	610673	REc			
9.496	12	29	06	9q34.11	CCBL1	C	Cysteine conjugate beta-lyase 1	600547	Psh, REc			
9.497	10	28	15	9q34.11	CERCAM	P	Cerebral endothelial cell adhesion molecule	616626	REc			
9.498	1	31	13	9q34.11	DPM2, CDG1U	P	Dolichyl-phosphate mannosyltransferase 2, regulatory subunit	603564	REc		Congenital disorder of glycosylation, type Iu, 615042 (3)	
9.499	8	26	15	9q34.11	GOLGA2, GM130	P	Golgi autoantigen, golgin subfamily A, 2	602580	REc			
9.500	9	2	12	9q34.11	MIR199B	P	Micro RNA 199B	614791	REc			
9.501	7	8	10	9q34.11	MIR2861, MIRN2861, BMND15	P	Micro RNA 2861	613405	REc		[Bone mineral density QTL 15], 613418 (3)	
9.502	7	17	14	9q34.11	NTMT1, METTL11A, NRMT, C9orf32	P	N-terminal X-Pro-Lys N-methyltransferase 1	613560	REc			
9.503	1	6	14	9q34.11	NUP188, KIAA1069	C	Nucleoporin, 188kD	615587	R, REc			
9.504	7	13	09	9q34.11	PIP5KL1, PIPKH	P	Phosphatidylinositol-4-phosphate-5-kinase-like 1	612865	REc			
9.505	2	22	07	9q34.11	TMEM15, DK1, SEC59, KIAA1094, CDG1M	P	Transmembrane protein 15	610746	R, REc		Congenital disorder of glycosylation, type Im, 610768 (3)	
9.506	2	7	07	9q34.11	PKN3	P	Protein kinase N3	610714	REc			
9.507	8	23	12	9q34.11	SH2D3C, NSP3	P	SH2 domain-containing protein 3C	604722	REc			
9.508	3	20	14	9q34.11	ST6GALNAC6, SIAT7F	P	ST6 alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1, 3-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	610135	REc, R			
9.509	8	26	15	9q34.11	SWI5, SAE3, C9orf119	P	SWi5 homologous recombination repair protein	616528	REc			
9.510	2	17	15	9q34.11	TBC1D13	P	TBC1 domain family, member 13	616218	REc			
9.511	7	17	14	9q34.11	TOR2A, TORP1	P	Torsin 2A	608052	REc			
9.512	1	29	07	9q34.11	TRUB2	P	TRUB pseudouridine synthase, E. coli, homolog of, 2	610727	REc			
9.513	3	31	09	9q34.11	URM1	P	Ubiquitin-related modifier 1, S. cerevisiae, homolog of	612693	REc			
9.514	4	8	13	9q34.11	USP20, VDU2	P	Ubiquitin-specific protease 20	615143	REc			
9.515	2	9	14	9q34.11	WDR34, SRTD11	P	WD repeat-containing protein 34	613363	REc		Short-rib thoracic dysplasia 11 with or without polydactyly, 615633 (3)	
9.516	5	25	13	9q34.11-q34.12	FUBP3, FBP3	P	FAR upstream element-binding protein 3	603536	REc			
9.517	8	17	99	9q33.3	PSMB7	P	Proteasome subunit, beta-type, 7	604030	A			
9.518	6	1	12	9q34.12	EXOSC2, RRP4	P	Exosome component 2	602238	REc			
9.519	9	16	12	9q34.12	QRFP, P518, 26RFA	P	Pyroglutamylated FR-amide peptide precursor protein	609795	REc			
9.520	8	11	13	9q34.13	AK8	P	Adenylate kinase 8	615365	REc			
9.521	11	7	08	9q34.13	ALPQTL1	P	Alkaline phosphatase, plasma level of, QTL 1	171720	Fd	linkage with rs657152	{Alkaline phosphatase, plasma level of, QTL1} (2)	
9.522	3	28	15	9q34.11	COQ4, COQ10D7	P	Coenzyme Q4, S. cerevisiae, homolog of	612898	REc		Coenzyme Q10 deficiency, primary, 7, 616276 (3)	
9.523	8	27	15	9q34.13	DDX31, PPP1R25	P	DEAD box polypeptide 31	616533	REc			
9.524	3	29	07	9q34.11	FAM102A, EEIG1	P	Family with sequence similarity 102, member A	610891	REc			
9.525	9	8	11	9q34.11	FAM129B, MINERVA	P	Family with sequence similarity 129, member B	614045	REc			
9.526	2	2	14	9q34.13	GFI1B, BDPLT17	P	Growth factor-independent 1B	604383	REc		Bleeding disorder, platelet-type, 17, 187900 (3)	
9.527	3	28	16	9q34.11	LRRC8A, KIAA1437, AGM5	C	Leucine-rich repeat-containing 8A	608360	REc, R, Ch	mutation identified in 1 AGM5 patient	?Agammaglobulinemia 5, 613506 (3)	2(Lrrc8)
9.528	3	22	07	9q34.11	PTGES2, PGES2, GBF1	C	Prostaglandin E synthase 2	608152	REc, REn			
9.529	8	31	11	9q34.2	ADAMTSL2, KIAA0605, GPHYSD1	P	ADAMTS-like protein 2	612277	R, REc		Geleophysic dysplasia 1, 231050 (3)	
9.530	11	11	09	9q34.2	C9orf7, FLOWER	P	Flower, Drosophila, homolog of	613104	REc			
9.531	7	18	14	9q34.13	GTF3C5, TFIIIC63	P	General transcription factor 3C, polypeptide 5	604890	REc			
9.532	7	1	05	9q34.13	UCK1	P	Uridine/cytidine kinase 1	609328	REc			
9.533	1	31	13	9q34.2	SARDH, SARD, SAR	P	Sarcosine dehydrogenase	604455	H, REc		[Sarcosinemia], 268900 (3)	2(sar)
9.534	8	2	13	9q34.2	TMEM8C, MYOMAKER	P	Transmembrane protein 8C	615345	REc			
9.535	4	13	15	9q34.3	COL5A1, EDSC	C	Collagen V, alpha-1 polypeptide	120215	REa, A, Fd		Ehlers-Danlos syndrome, classic type, 130000 (3)	2(Col5a1)
9.536	6	11	94	9q34.3	PTGDS	C	Prostaglandin D2 synthase (21kD, brain)	176803	A, H	distal to ABL		2(Ptgds)
9.537	5	5	04	9q34.3	AGPAT2, LPAAB, BSCL, BSCL1	C	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase-beta)	603100	A, Fd		Lipodystrophy, congenital generalized, type 1, 608594 (3)	
9.538	11	26	97	9q34.3	C8G	C	Complement component-8, gamma polypeptide	120930	REa, H, Fd			2(C8g)
9.539	3	29	12	9q34.3	C9orf116, PIERCE1	P	p53-induced expression in RB-null cells 1	614502	REc, H			2(Pierce1)
9.540	6	10	08	9q34.3	C9orf140, P42.3	P	Chromosome 9 open reading frame 140	612057	REc, H			2(P42.3)
9.541	3	24	11	9q34.3	CAMSAP1	P	Calmodulin-regulated spectrin-associated protein 1	613774	REc			
9.542	4	26	10	9q34.3	CARD9, CANDF2	P	Caspase recruitment domain-containing protein 9	607212	REc		Candidiasis, familial, 2, autosomal recessive, 212050 (3)	
9.543	8	17	14	9q34.3	CCDC183, KIAA1984	P	Coiled-coil domain-containing protein 183	615955	REc			
9.544	11	30	06	9q34.13	CEL, BSSL, CELL, MODY8	C	Carboxyl-ester lipase (bile-salt stimulated lipase)	114840	REa, A		Maturity-onset diabetes of the young, type VIII, 609812 (3)	
9.545	5	26	13	9q34.3	DPP7, QPP	P	Dipeptidyl peptidase VII	610537	R, REc			
9.546	11	12	09	9q34.3	EGFL7	P	Epidermal growth factor-like 7	608582	A, R			2(Egfl7)
9.547	2	16	10	9q34.3	EHMT1, EUHMTASE1, DEL9q34	C	Euchromatic histone methyltransferase 1	607001	REc, Ch		Kleefstra syndrome, 610253 (3)	
9.548	4	2	12	9q34.3	FAM69B	P	Family with sequence similarity 69, member B	614543	REc			
9.549	6	13	12	9q34.3	FBXW5, FBW5	P	F-box and WD40 domain protein 5	609072	REc			2(Fbxw5)
9.550	9	28	11	9q34.3	GRIN1, NMDAR1, MRD8	C	Glutamate receptor, ionotropic, N-methyl D-aspartate 1	138249	REb, A, Fd		Mental retardation, autosomal dominant 8, 614254 (3)	
9.551	1	20	11	9q34.3	GLT6D1, GT6M7, GLTDC1	P	Glycosyltransferase 6 domain-containing 1	613699	REc			
9.552	8	15	14	9q34.3	INPP5E, MORMS, JBTS1, CORS1	P	Inositol polyphosphate-5-phosphatase, 72kD	613037	REc		Mental retardation, truncal obesity, retinal dystrophy, and micropenis, 610156 (3); Joubert syndrome 1, 213300 (3)	
9.553	1	9	13	9q34.3	KCNT1, KIAA1422, EIEE14, ENFL5	P	Potassium channel, subfamily T, member 1	608167	R, REc		Epileptic encephalopathy, early infantile, 14, 614959 (3); Epilepsy, nocturnal frontal lobe, 5, 615005 (3)	
9.554	10	2	09	9q34.3	LHX3, CPHD3	P	LIM/homeodomain protein LHX3	600577	H, A, REa	in mouse, close to Notch1; centromeric to ABL	Pituitary hormone deficiency, combined, 3, 221750 (3)	2(Lhx3)
9.555	12	15	10	9q34.3	LRRC26, CAPC	P	Leucine-rich repeat-containing protein 26	613505	REc			
9.556	9	1	11	9q34.3	MAN1B1, MRT15	P	Mannosidase, alpha, class 1B member 1	604346	REc		Mental retardation, autosomal recessive 15, 614202 (3)	
9.557	3	23	09	9q34.3	MIR126, MIRN126	P	Micro RNA 126	611767	REc			
9.558	3	5	08	9q34.3	MRPL41, MRPL27	P	Mitochondrial ribosomal protein L41	611846	R, REc			
9.559	6	22	14	9q34.3	NACC2, RBB	P	NACC family, member 2, BEN and BTB/POZ domains-containing	615786	REc			
9.560	3	14	13	9q34.3	NSMF, NELF, HH9	C	NMDA receptor synaptonuclear signaling and neuronal migration factor	608137	R, REc		Hypogonadotropic hypogonadism 9 with or without anosmia, 614838 (3)	
9.561	9	30	14	9q34.3	NOTCH1, TAN1, AOS5, AOVD1	C	Notch, Drosophila, homolog of, 1, translocation-associated	190198	Ch, H, A		Aortic valve disease 1, 109730 (3); Adams-Oliver syndrome 5, 616028 (3)	2(Notch1)
9.562	5	26	13	9q34.3	NOXA1	P	NADPH oxidase activator 1	611255	REc			2(Noxa1)
9.563	7	17	01	9q34.3	NR1	P	NADPH-dependent FMN- and FAD-containing oxidoreductase	606073	A			
9.564	11	30	06	9q34.3	PARF, C9orf86	P	Partner of ARF	610615	R, REc			
9.565	4	14	15	9q34.3	PAXX, C9orf142	P	Paralog of XRCC4 and XLF	616315	REc			
9.566	7	3	06	9q34.3	PHPT1	P	Phosphohistidine phosphatase 1	610167	REc			
9.567	2	5	16	9q34.3	PMPCA, KIAA0123, SCAR2	P	Peptidase, mitochondrial processing, alpha	613036	REc		Spinocerebellar ataxia, autosomal recessive 2, 213200 (3)	
9.568	8	27	08	9q34.3	PNPLA7	P	Patatin-like phospholipase domain containing 7	612122	REc			
9.569	6	1	12	9q34.3	PPP1R26, KIAA0649	P	Protein phosphatase 1, regulatory subunit 26	614056	REc, R			
9.570	8	23	00	9q34.11	PTGES, PGES, PIG12, MGST1L1	P	Prostaglandin E synthase	605172	A			
9.571	7	13	09	9q34.3	QSOX2, SOXN	P	Quiescin Q6 sulfhydryl oxidase 2	612860	A			
9.572	3	14	07	9q34.13	RAPGEF1, GRF2, C3G	P	RAP guanine nucleotide exchange factor 1	600303	A			
9.573	5	19	94	9q34.2	RXRA	C	Retinoid X receptor, alpha	180245	Psh, A	distal to DBH		2(Rxra)
